Index,AABA.AS,ACA.PA,AGN.AS,AIB.IR,ALV.DE,BAS.DE,BAY.DE,BBVA.MC,BNP.PA,CA.PA,ALU.PA,DBK.DE,DAI.DE,DTE.DE,ELE.MC,ENEL.MI,ENI.MI,FORA.AS,FTE.PA,G.MI,GLE.PA,INGA.AS,ISP.MI,LG.PA,MC.PA,MUV2.DE,OR.PA,PHIA.AS,REP.MC,RNO.PA,RWE.DE,SAN.MC,SAN.PA,SAP.DE,SGO.PA,SIE.DE,SZE.PA,TEF.MC,UC.MI,VIV.PA
2006-04-10,22.76,28.27,13.26,17.25,128.38,62.29,32.11,15.36,68.59,42.79,12.07,90.95,43.13,12.8,23.33,5.8,21.57,20.59,16.01,28.79,109.68,29.56,3.8,87.12,76.06,103.14,70.29,25.55,22.06,75.49,70.31,10.29,68.61,44.18,52.62,73.62,29.11,11.94,4.9,24.63
2006-04-17,23.33,29.05,13.69,17.49,130.28,67.48,33.48,15.81,70.32,43.87,12.1,92.77,43.55,12.92,23.46,5.97,22.19,21.3,16.16,29.47,114,30.84,3.93,93.77,81.31,105.97,71.54,26.05,22.9,76.52,73.91,10.67,69.58,43.15,55.2,76.63,29.86,12.13,4.92,25.37
2006-04-24,22.34,28.74,13.41,17.62,128.73,65.99,35.02,16.15,69.9,44.14,10.89,93.95,40.78,13.55,23,5.89,21.78,21.48,16.61,28.52,111.24,31.02,3.85,92.63,80.39,103.87,71.16,26.04,22.61,82.19,68.72,10.84,68.43,41.87,56.78,73.58,29.32,12.05,5.13,25.52
2006-05-01,22.24,29.55,13.63,17.35,131.53,68.74,34.27,16.03,71.81,44.33,10.92,95.38,40.72,13.08,23.47,5.99,22.09,21.5,16.72,28.97,113.26,31.55,3.93,93.86,81.79,106.16,72.27,25.88,22.16,83.08,68.67,10.97,69.48,42.85,56.21,73.53,30.96,12.19,5.25,25.62
2006-05-08,21.79,29.93,12.9,16.8,126.89,66.25,34.89,15.8,71.16,44,10.01,92.37,39.41,12.24,23.08,5.89,21.44,20.88,16.34,28.09,112.53,30.74,3.92,94.29,79.04,102.79,69.23,24.08,20.58,83.35,64.5,10.69,68.11,41.76,54.53,69.42,30.02,11.75,5.39,25.6
2006-05-15,20.92,27.03,12.32,16.61,119.69,63.79,32.25,15.12,69.71,43.41,9.87,87.85,37.98,11.93,22.8,5.79,20.74,20.2,15.94,27.12,110.42,30.04,3.71,90.2,76.43,98.95,66.73,23,19.49,80.14,63.52,10.32,67.1,41.22,51.72,67.26,28.56,11.5,5.34,25.51
2006-05-22,21.13,27.02,12.64,17.39,120.21,64.99,34.56,15,70.83,44.51,10.06,88.45,38.96,11.89,23.06,5.99,21.18,20.83,16.19,27.98,114,29.82,4.26,90.92,76.63,99.15,70.21,23.7,21,82.25,67.27,10.33,69.71,42.25,52.58,67.16,30.09,12,5.36,26.03
2006-05-29,20.98,27.5,12.15,17.35,117.9,63.15,33.03,14.94,70.89,44.97,9.85,85.59,38.13,12.3,22.79,6.02,21,20.46,16.75,27.34,110.97,29.2,4.27,89.97,75.56,96.96,68.3,23.49,20.88,81.15,64.69,10.15,67.84,41.29,52.24,65.27,29.12,12.16,5.3,26.19
2006-06-05,20.72,26.01,11.79,16.75,113.45,61.11,31.66,14.15,68.33,44.35,9.27,82.19,35.8,12.31,22.88,6.12,20.47,19.48,16.37,27.33,105.27,28.2,4.23,86.33,71.56,94.09,65.94,22.26,20.29,77.57,64.11,9.79,67.18,39.15,49.04,62.44,30.09,12.33,5.22,25.59
2006-06-12,19.95,25.59,11.77,15.87,109.14,59.16,31.24,13.83,68.08,43.01,9.22,79.33,34.78,11.99,22.63,6.02,20.01,18.58,16.05,27.05,102.98,27.09,4.12,85.2,70.68,91.92,66.78,20.84,19.58,76.66,62.62,9.52,67.56,38.49,50.24,60.21,28.5,12.13,4.98,24.64
2006-06-19,20.34,26.38,12.06,16.7,117.31,60.91,31.71,14.32,70.21,43.58,9.52,81.95,35.5,11.85,23.55,6.09,20.74,19.2,15.75,27.14,105.46,28.71,4.21,92.73,72.24,95.8,69.87,22.65,20.39,76.61,62.65,10.01,69.99,40.95,52.66,66.61,29.93,12.25,5.41,24.83
2006-06-26,20.69,27.64,12.59,17.26,120.7,62.78,34.37,14.83,72.39,45,9.45,84.96,36.25,11.9,23.76,6.19,21.35,19.71,15.92,27.88,109.75,29.55,4.29,95.9,75.65,98.77,72.47,23.26,21.38,77.02,65.05,10.3,71.34,41.25,54.76,66.74,31.51,12.35,5.45,25.05
2006-07-03,20.74,27.86,12.43,17.27,120.14,62.55,34.73,15.54,73.79,45.91,9.36,84.64,36.08,11.89,23.91,6.28,21.72,20.15,16,27.7,110.61,29.52,4.21,92.82,74.39,98.43,70.95,22.55,21.86,77.44,65.22,10.46,72.51,41.42,54.23,66.19,30.61,12.44,5.35,24.04
2006-07-10,20,26.64,11.71,16.22,113.25,60.69,34.37,14.83,69.63,46.4,8.43,80.54,35.24,11.53,23.02,6.1,21.38,19.37,15.32,26.82,105.56,28.59,4.05,89.16,70.29,94.23,72.32,21.13,21.42,74.09,63.33,10,70.69,37.15,51.14,61.32,29.22,12.1,5.13,23.42
2006-07-17,20.3,27.34,11.97,16.91,116.49,61.27,35.83,15.02,70.21,46.35,8.09,82.59,35.34,11.4,23.1,6.25,21.32,19.92,15.54,27.06,106.13,29.05,4.06,88.09,71.61,97.23,73.6,22.47,21.2,72.3,65.09,10.21,72.19,34.56,52.12,61.95,30.35,12.21,5.16,23.81
2006-07-24,21.47,29.55,12.57,17.34,120.73,62.66,37.4,15.59,74.85,48.06,8.38,88,37.97,11.61,25.73,6.37,22.28,20.63,15.56,27.64,111.66,30.68,4.28,92.58,76.97,99.69,77.33,24.7,21.65,79.04,68.63,10.74,69.85,35.83,54.72,61.84,31.66,12.63,5.37,24.3
2006-07-31,20.34,29.73,12.8,18.36,125.01,62.55,36.5,15.76,77.37,47.36,8.36,84.8,37.3,11.59,25.55,6.42,22.25,21.03,15.64,27.52,115.58,31.33,4.24,95.85,77.07,104.33,77.92,24.89,21.53,79,70.21,10.8,66.44,35.65,55.79,62.2,31.67,12.7,5.43,24.25
2006-08-07,19.97,29.29,12.94,18.22,125.67,61.59,37.06,15.67,78.14,47.28,8.32,81.95,37.44,10.26,25.44,6.33,22.53,22.05,14.9,27.41,116.44,31.11,4.25,93.22,72.88,105.49,76.25,23.98,21.28,78.17,69.25,10.69,63.4,34.71,54.76,61.29,31.47,12.29,5.45,23.8
2006-08-14,20.85,30.55,13.3,18.83,128.76,63.47,37.85,16.5,80.46,47.36,9.19,84.71,38.86,10.69,25.64,6.42,22.54,22.72,15.54,28.56,121.21,32.4,4.47,97.66,76.34,107.61,76.64,25.17,21.59,83.21,71.94,11.01,66.11,36.79,56.18,64.58,31.95,12.57,5.62,24.59
2006-08-21,21.06,30.13,13.16,18.82,127.72,63.67,37.45,16.29,79.79,46.84,8.87,85.56,38.27,10.98,25.8,6.39,22.52,22.52,15.54,29.15,119.58,32.62,4.73,97.27,76,106.53,76.49,25.16,21.81,82.66,71.37,10.92,64.71,36.42,55.65,64.3,31.8,12.65,5.43,24.55
2006-08-28,21.5,29.29,13.5,18.91,129.97,64.65,36.73,16.77,80.51,47.81,9.27,86.54,38.69,10.76,26.17,6.42,22.13,22.98,15.69,28.86,119.97,33.57,4.97,99.18,78.14,109.36,78.55,25.48,21.67,83.63,71.39,11.02,66.11,37.09,56.82,65.3,32.84,12.75,5.56,24.67
2006-09-04,20.82,29.4,13.21,18.64,128.99,63.34,36.45,16.37,79.74,46.7,9.12,85.48,37.67,10.63,27.17,6.51,21.61,22.48,15.69,28.14,116.34,32.49,4.88,98,75.95,107.93,76.39,25.18,21.32,81.01,70.65,10.9,63.21,36.4,55.35,64.47,32.5,12.39,5.52,24.51
2006-09-11,21.77,31.11,13.74,18.69,131.93,62.47,37.69,16.71,80.37,48.44,9.09,89.78,36.76,11.17,27.5,6.55,20.96,23.49,16.41,28.82,121.11,33.72,4.81,98.98,76.68,111.54,78.36,26.08,20.85,82.34,71.8,11.13,63.63,38.55,56.04,66.14,33.55,12.34,5.69,25
2006-09-18,21.85,31.58,13.51,19.52,131.34,62.34,36.76,16.62,80.08,48.44,8.94,89.15,36.73,11.53,28.1,6.51,21.07,23.64,16.6,28.54,121.3,33.32,4.78,98.59,77.56,112.54,77.77,26.11,20.99,80.88,69.59,11.23,64.19,37.91,55.74,65.6,33.01,12.53,5.73,25.28
2006-09-25,22.25,32.18,14.17,19.58,133.37,63.15,38.45,16.96,82.06,48.92,9.33,91.87,36.98,11.87,32.15,6.61,21.66,24.13,17.14,28.87,119.78,33.97,4.87,99.47,79.21,115.33,78.6,26.34,22.71,82.94,72.75,11.35,65.64,39.1,56.04,67.49,33.62,12.97,5.83,25.99
2006-10-02,22.68,33.1,14.11,19.21,137.25,64.68,38.3,17.67,84.04,50.16,9.07,94.56,37.37,11.95,32.49,6.61,21.72,24.67,17.61,29.37,120.83,34.31,4.94,100.84,79.75,116.45,78.6,26.36,23.05,82.62,76.95,11.67,64.52,40.3,56.77,66.55,33.15,12.98,5.95,26.12
2006-10-09,22.48,31.58,14.23,20.01,142.1,65.68,38.3,18.01,84.24,49.28,9.3,95.22,38.24,12.1,32.64,6.57,22.07,25.18,17.9,30.37,126.65,35.16,5.1,103.67,80.82,118.14,74.43,26.58,25.31,82.89,77.87,12.28,64.61,41.24,57.51,66.04,33.71,13.29,5.96,26.19
2006-10-16,22.47,31.05,14.02,19.7,141.05,66.85,38.56,17.74,83.41,49.38,9.28,94.23,38.86,12.07,32.84,6.64,22.53,24.96,17.89,30.38,124.64,34.97,5.01,103.57,79.6,118.09,74.19,26.36,25.21,82.25,78,12.14,65.64,39.21,56.63,69.89,34.27,13.54,5.86,26.52
2006-10-23,22.25,31.22,13.98,19.74,141.59,68.92,37.89,17.63,83.7,47.76,9.73,95.14,40.6,12.79,33.06,6.89,22.01,24.73,19.47,30.07,125.41,34.03,4.93,103.57,80.19,116.43,74.73,26.53,25.16,83.35,77.38,12.39,64.19,38.99,57.07,69.9,34.09,14.33,5.81,27.23
2006-10-30,22.03,30.8,13.71,19.38,140.65,67.3,38.03,17.66,81.24,47.67,9.46,93.73,42.83,12.86,33.86,6.94,21.92,24.75,19.23,30.87,122.16,33.72,5.01,102.69,78.14,117.17,75.36,26.18,25.79,84.41,75.99,12.23,61.67,38.53,56.14,69.01,34.21,14.45,5.8,27.73
2006-11-06,22.39,31.04,13.93,20.28,148.05,70,38.66,17.91,83.27,48.58,9.93,94.72,43.14,12.43,34.07,7.15,22.99,24.29,18.71,30.96,125.31,33.04,5.04,107.68,79.26,117.43,76.3,26.84,26.9,86.74,79.38,12.64,61.53,39.29,56.48,73.47,35.5,14.72,5.86,27.35
2006-11-13,22.23,31.73,13.6,20.26,146.57,70.48,38.16,17.97,80.9,47.89,10.19,96,44.24,13.03,34.5,7.25,22.89,24.42,19.2,30.92,123.59,33.2,5.15,107.58,81.8,114.99,77.13,27.67,26.31,88.21,80.8,12.76,61.81,40.27,59.17,74.31,35.26,15.28,5.92,27.43
2006-11-20,22.09,29.54,13.52,20.18,145.65,70.71,37.3,17.83,80.27,46.94,9.89,96.93,42.73,12.95,34.18,7.23,22.85,23.53,18.91,30.81,122.54,31.93,5.17,107.58,79.85,113.2,76.05,27.47,26.75,85.32,86.54,12.81,61.81,40.29,58.83,73.18,34.88,15.09,5.9,26.8
2006-11-27,21.79,29.13,12.96,19.3,141.88,69,37.14,16.92,77.27,45.35,9.75,93.12,40.73,12.44,33.54,7.16,22.75,23.06,18.33,31.65,119.68,30.85,4.96,105.82,74.53,113.27,73.21,26.71,25.97,81.01,85.58,12.4,61.34,38.46,57.7,69.54,34.81,14.56,5.77,26.21
2006-12-04,21.96,29.1,13.14,20.03,145.2,71.01,37.98,17.03,78.05,45.03,10.07,95.76,41.72,12.65,34,7.32,22.91,23.2,18.56,33.62,118.34,30.88,4.98,107.38,75.6,115.9,74.19,26.54,26.8,80.74,87.95,12.74,64.1,38.94,59.27,72.2,36.84,15.35,5.84,26.78
2006-12-11,23.51,29.72,13.76,21.16,150.03,72.57,38.66,17.41,80.42,46.87,10.55,98.21,43.35,13.2,33.89,7.44,23.86,24.18,19.87,33.67,122.16,32.99,5.03,110.9,78.49,117.61,77.23,26.91,26.9,84.18,89.85,13.02,65.59,39.53,60.79,72.87,37.27,15.76,5.95,26.81
2006-12-18,23.69,29.19,13.65,21.02,151.19,72.94,38.52,17,77.85,44.64,10.45,96.82,43.26,12.98,33.83,7.27,23.36,24.23,19.62,32.43,122.16,32.72,5.05,110.9,76.48,120.36,73.5,26.8,25.4,80.83,82.81,12.87,64.47,39.62,61.67,71.41,37.1,15.56,5.91,26.91
2006-12-25,23.56,29.6,13.84,20.97,151.23,73.85,38.89,17.07,79.93,45.1,10.56,97.83,43.92,13.1,34.34,7.36,23.62,24.36,19.84,32.56,122.73,32.9,5.48,110.12,78.25,120.61,74.48,27.2,25.35,83.44,83.5,12.97,65.41,40.26,62.36,73.71,38.03,15.59,5.91,27.07
2007-01-01,23.68,29.44,13.87,21.25,153.62,73.15,38.99,17.54,81.33,45.82,10.98,98.52,44.22,13.67,33.83,7.33,23.11,24.47,20.46,32.85,124.64,32.96,5.36,109.92,76.92,119.99,74.78,26.87,25.2,84.18,80.5,13.3,65.55,40.82,62.41,73.89,37.25,16.24,6.06,27.31
2007-01-08,24.15,30.59,14.93,20.74,152.73,73.56,41.32,17.84,82.4,43.39,11.3,100.61,43.91,13.96,35.26,7.38,22.81,24.69,20.99,33.28,125.98,33.05,5.42,110.41,77.12,119.99,74.33,27.63,24.4,84.41,82.27,13.11,65.87,39,68.04,75.97,39.11,16.37,6.19,29.09
2007-01-15,23.99,30.65,14.83,20.83,148.44,73.46,41.98,18.02,81.72,43.36,10.86,101.38,45.81,13.84,36.29,7.42,22.9,24.49,20.82,32.54,126.46,33.31,5.41,112.07,77.41,118.09,73.94,27.97,23.98,86.33,80.24,13.12,66.62,37.83,69.51,76.72,36.85,16.23,6.3,29.3
2007-01-22,23.87,30.52,14.48,20.6,144.41,71.95,41.19,17.91,80.37,43.22,9.68,103.06,45.32,13.41,37.08,7.56,23.01,23.92,20.24,31.9,126.84,32.78,5.47,113.25,76.24,113.65,79.09,28.37,24.09,86.97,80.56,13.09,65.41,35.62,71.17,79.46,36.03,16.11,6.36,29.03
2007-01-29,23.9,31.24,14.85,21.16,151.81,75.64,43.39,18.34,84.04,45.02,9.47,103.83,45.53,12.76,37.41,7.74,22.84,24.91,19.97,32.75,131.99,33.7,5.43,115.59,79.42,114.3,79.88,28.48,24.53,84.18,82.27,13.31,63.26,35.56,71.32,82.7,37.51,16.29,6.45,29.02
2007-02-05,24.62,30.99,14.82,21.67,153.1,77,42.65,18.83,84.38,45.32,9.83,103.23,46.5,12.99,36.42,7.82,22.85,24.97,20.31,33.12,134.19,33.97,5.41,114.13,81.03,112.97,79.49,28.41,24.49,83.9,84.11,13.43,63.12,35.89,71.96,81.62,37.33,16.58,6.47,28.65
2007-02-12,24.57,29.88,14.58,22.14,152.07,76.22,42.53,18.37,80.42,47.18,9.66,103.51,50.78,12.94,36.56,7.86,22.59,25.83,20.41,33.47,128.84,33.35,5.33,112.85,85.39,113.88,78.55,28.11,24.27,85.83,82.45,13.4,62.23,35.79,72.01,82.66,37.79,16.57,6.45,28.52
2007-02-19,27.03,29.34,14.94,21.86,160.33,79.17,42.67,18.09,79.6,49.14,9.78,102.53,50.48,13.05,36.72,7.78,22.02,25.84,20.31,33.03,125.98,32.76,5.33,115.08,86.32,115.96,80.32,28.14,24.18,85.64,78.45,13.44,62.29,34.85,72.09,82.9,37,16.39,6.38,27.89
2007-02-26,26.14,27.63,13.86,20.22,153.67,76.82,40.43,16.86,74.73,51.05,9.12,94.41,47.72,12.05,36.89,7.42,21.45,23.73,18.82,30.75,118.54,30.7,5.17,106.94,81.04,108.82,76.49,26.27,22.69,80,76.28,12.61,59.93,35.34,68.38,77.15,34.9,15.25,6.1,26.8
2007-03-05,26.9,28.17,14.57,21.81,154.29,78.71,41.86,17.41,77.77,52.61,8.92,95.41,49.57,11.9,37.09,7.63,21.92,24.68,18.78,31.12,122.84,31.27,5.11,111.83,82.17,109.32,77.59,26.89,23.24,82.94,77.36,12.82,61.25,35.09,68.51,78.49,36.39,15.6,6.11,27.17
2007-03-12,26.4,26.77,13.83,20.74,145.61,76.32,42.59,16.67,73.69,54.82,8.72,90.79,50.68,11.78,36.71,7.46,21.38,23.34,18.36,29.58,115.61,29.41,4.99,110.07,79.09,105.13,76.89,26.66,23.38,78.67,75.85,12.1,59.14,33.97,67.9,77.65,35.91,15.21,5.95,26.5
2007-03-19,31.44,27.76,14.57,21.78,152.75,79,44.31,17.38,76.84,54.39,8.43,97.03,58.18,11.9,37.04,7.43,22.3,25.72,19.01,31.73,124.39,31.76,5.42,115.61,81.5,111.76,79.45,27.87,24.22,81.47,78.55,12.52,61.1,34.25,72.12,80.58,38.78,15.95,6.33,27.9
2007-03-26,31.17,27.12,14.3,21.11,150.21,84.28,45.76,17.33,75.62,53.75,8.54,97.35,57.62,11.71,38.79,7.54,22.58,25.77,18.72,31.16,123.47,31,5.33,114.99,81.28,117.08,80.2,27.78,24.42,80.28,79.19,12.35,60.87,33.37,71.68,78.5,38.28,15.96,6.34,27.81
2007-04-02,32.11,27.76,14.71,20.17,154.25,86.77,47.01,17.72,77.46,56.12,8.91,98.95,57.9,12.2,38.48,7.8,22.5,26.26,19.36,31.69,125.46,31.52,5.4,116.59,83.19,118.83,81.57,28.32,24.68,82.59,81.54,12.72,61.26,34.77,72.7,81.48,39.21,16.34,6.35,28.28
2007-04-09,32.55,28.28,14.92,20.63,157.43,89.22,47.1,17.55,78.37,55.3,8.86,101.31,58.49,12.43,38.89,7.72,22.89,26.24,19.69,32.45,128.79,32.15,5.52,114.84,83.93,119.02,84,28.52,25.44,83.51,82.63,12.76,63.06,35.39,71.63,84.04,39.59,16.41,6.46,28.38
2007-04-16,35.11,28.78,14.87,21.59,161.73,89.61,47.39,17.86,83.61,56.35,9.06,108.74,57.72,12.67,38.67,7.93,22.67,25.97,19.91,32.68,148.97,33.53,5.6,114.37,83.94,123.03,86.03,30.34,24.96,86.13,78.25,12.8,63.29,36.87,74.26,88.64,39.84,16.46,6.63,29.09
2007-04-23,35.55,28.78,14.77,21.26,162.12,87.74,48.69,16.91,82.58,55.72,9.42,108.79,57.33,12.64,38.62,7.81,22.57,25.27,20.32,32.99,148.31,32.65,5.78,114.67,83.89,124.91,86.04,29.44,23.53,89.42,76.88,12.21,63.07,35.49,75.92,88.26,40.1,16.01,6.94,28.91
2007-04-30,36.09,29.07,15.42,21.95,164.51,88.22,50.39,17.28,84.66,54.94,9.62,110.55,58.8,12.74,38.66,7.89,23.3,24.82,20.82,33.54,151.19,33.13,5.82,122.47,85.88,126.54,84.97,29.25,24.11,92.57,79.14,12.84,63.88,35.26,79.35,88.48,42.21,16.25,6.97,29.01
2007-05-07,34.64,30.64,15,21.08,160.42,87.68,48.81,17.48,90.67,55.25,9.63,113.88,58.31,12.73,38.52,7.88,23.07,24.68,20.92,33.52,148.6,32.61,5.73,123.16,84.23,129.03,84.67,29.11,24.44,91.6,82.7,12.92,63.4,34.53,78.14,85.45,40.93,16.22,6.85,29.37
2007-05-14,34.72,29.55,15.04,21.3,161.36,90.08,49.95,17.95,91.07,54.43,9.75,112.61,61.95,12.57,38.51,7.91,24.18,24.47,20.77,34.59,143.7,32.52,5.71,126.45,85.61,129.98,85.37,29.77,26.04,99.51,82.5,13.1,65.51,34.3,79.67,90.78,41.68,16.38,6.89,29.69
2007-05-21,35.21,29.54,14.72,21.55,162.91,90.89,51.17,17.77,90.87,54.58,9.95,112,64.64,13.41,38.38,7.93,24.38,23.96,21.23,33.9,143.51,32.22,5.66,126.56,85.87,132.37,86.07,29.5,25.74,98.81,81.13,13.03,66.11,35.18,78.11,96.05,41.1,16.47,6.64,30.13
2007-05-28,35.04,30.68,14.9,21.44,170.1,92.45,53.01,17.93,91.48,54.37,10.08,113.25,65.85,14.35,38.34,7.96,24.36,23.91,22.18,30.99,144.45,32.43,5.67,131.51,86.1,134.98,87.71,30.71,26.37,107.6,84.68,13.61,66.72,36.38,80.96,96.85,41.17,16.63,6.61,30.77
2007-06-04,34.65,29.48,14.37,20.01,163.1,86.62,50.64,17.17,87.16,51.92,9.87,106.46,62.38,13.69,38.25,7.76,24.3,23.37,21.24,29.46,138.64,31.78,5.52,125.28,83.33,126.7,84.89,30.14,25.54,101.78,80.08,13.26,64.81,36.25,76.76,92.39,38.27,16.14,6.41,29.7
2007-06-11,35.31,30.45,14.75,20.53,173.03,92.04,55.13,17.75,91.51,53.55,10.12,111.98,66.36,13.94,38.3,7.89,25.15,23.8,21.43,30.78,143.35,32.48,5.72,131.02,86.23,130.05,88.32,30.67,27.83,109.13,81.99,13.34,60.09,36.56,81.2,105.15,40.26,16.51,6.58,29.92
2007-06-18,34.42,30.32,14.63,19.93,177.57,94.66,55.03,17.25,88.55,51.69,10.41,110.45,65.13,13.54,38.38,7.72,25.25,23.91,21,30.35,140.02,32.75,5.59,132.25,84.11,130.91,84.98,30.53,27.9,109.55,78.56,13.03,57.93,37.79,81.4,103.06,40.57,15.95,6.4,29.94
2007-06-25,33.49,30.19,14.31,19.22,173.59,97.24,54.73,17.38,88.36,52.14,10.38,107.81,65.98,13.69,38.53,7.78,25.55,24.4,20.4,29.76,135.95,32.11,5.53,135.4,84.81,130.28,86.16,30.67,28.3,112.72,78.99,13.05,57.65,38.07,83.37,104.55,41.19,16.29,6.28,30.33
2007-07-02,34.15,29.9,14.36,19.82,171.1,98.64,55.29,17.54,88.32,54.23,10.58,108.44,65.68,13.67,38.76,7.74,26.36,23.94,20.4,29.9,137.2,32.19,5.45,134.8,84.14,129.89,84.99,31.76,29.66,113.63,79.06,13.39,59.02,37.15,84.26,107.13,40.94,16.55,6.34,30.08
2007-07-09,35.26,29.72,13.98,19.23,173.03,98.93,55.01,17.5,87.37,54.4,10.28,107.47,66.14,13.57,38.76,7.7,26.79,24.16,20.65,30.29,134.34,32.24,5.46,133.81,83.65,128.39,83.47,31.5,28.87,110.31,81.85,13.49,59.27,37.85,84.51,109,40.53,16.81,6.22,30.56
2007-07-16,36.02,29.45,13.63,19.07,166.71,97.53,53.66,17.35,84.24,53.36,9.9,103.85,62.63,13.19,38.76,7.69,25.83,23.23,20.15,29.76,133.99,31.92,5.39,126.75,81.41,126.05,81.21,30.67,28.2,106.07,80.35,13.32,59.91,40,82.35,103.96,39.58,16.92,6.05,30.12
2007-07-23,34.32,27.6,12.84,17.31,152.89,91.73,49.1,17.23,79.65,51.64,9.52,97.86,62.75,12.57,38.91,7.33,24.25,22.55,19.4,28.25,124.3,30.24,5.47,121.15,80.31,119.01,80.97,28.58,26.44,97.64,78.05,13.06,57.82,39.19,81.28,92.99,37.05,16.75,5.76,29.97
2007-07-30,35.05,27.23,12.7,18.11,153.79,91.85,50.46,17.03,80.46,51.18,8.37,98.39,63.22,12.72,39,7.24,23.36,22.04,20.22,29,126.46,29.45,5.51,120.1,79.52,118.83,81.06,28.05,26.5,97.85,78.08,12.99,57.35,39.39,81.69,89.23,36.85,17.17,5.87,28.65
2007-08-06,33.85,26.97,12.82,17.75,153.29,91.5,50.9,16.61,78.97,50.19,8.04,95.19,57.8,13,38.85,7.07,22.8,20.75,19.91,30.06,120.8,29.9,5.53,113.12,80.5,120.48,84,26.99,26.6,89.95,78.86,12.91,56.25,39.56,79.65,90.39,35.87,17.14,5.71,27.33
2007-08-13,33.57,27.28,13.21,17.99,158.03,90.08,52.69,16.4,78.2,47.78,7.73,94.85,57.85,13.19,39,7.15,22.62,20.67,21,29.38,116.8,29.34,5.61,108.95,78.22,124.19,82.01,26.61,25.99,88.84,81.91,13.03,55.56,38.65,77.25,86.48,35.94,17.11,5.8,27.49
2007-08-20,34.23,27.49,13.4,18.79,157.65,92.7,55.42,16.2,77.71,50.47,8.07,91.14,60.66,13.5,39.28,7.41,23.61,21.07,21.76,29.61,117.87,29.66,5.62,115.09,80.02,121.71,82.97,27.9,25.6,94.79,80.87,12.89,56.89,38.73,77.84,90.43,37.35,17.48,5.99,28.11
2007-08-27,34.13,27.7,13.39,18.08,157.32,97.13,56.51,16.26,77.42,51.37,8.03,90.63,62.7,13.64,39.34,7.4,24.11,20.82,22.14,30.03,117.01,29.52,5.53,113.99,81.29,121.28,84.37,28.12,25.93,93.63,82.54,12.88,57.47,39.53,79.86,90.44,40.47,17.94,5.96,28.53
2007-09-03,33.83,26.45,13.12,17.11,151.86,93.5,53.57,15.75,73.12,47.84,7.43,89.7,63.14,13.41,39.32,7.25,23.56,20.25,21.96,29.29,112.59,29.42,5.21,107.5,78.31,120.53,81.49,27.57,24.17,85.55,79.14,12.37,57.22,40.38,72.04,86.72,36.76,17.43,5.45,27.64
2007-09-10,35,26.83,13.22,16.79,149.52,93.01,54.74,15.35,73.72,48.47,6.5,89.97,62.81,13.67,39.45,7.5,24.07,19.86,22.56,29.84,112.2,29.99,5.28,108.62,79.5,120.47,86.57,29.64,23.83,87.71,82.54,12.28,58.99,41.39,71.51,85.86,37.66,18.48,5.51,28.1
2007-09-17,36.64,27.54,13.46,16.51,161,96.04,54.15,16.03,77.07,49.04,6.45,91.85,65.4,13.86,39.38,7.72,24.81,20.6,22.72,30.61,119.21,31.01,5.43,109.09,82.11,124.37,90.8,30.44,24.79,94.56,85.96,12.9,57.88,41.76,73.82,95.21,38.77,19.12,5.69,28.61
2007-09-24,36.95,27.05,13.43,16.4,163.85,97,54.46,15.83,76.74,49.13,7.2,90.38,67.95,13.78,39.54,7.75,24.69,20.65,23.49,30.86,116.33,31.13,5.41,108.65,83.35,128.92,90.28,30.76,24.53,96.09,88.2,13.11,56.96,41.05,73.19,94.59,40.04,19.33,5.69,28.14
2007-10-01,37.72,28.76,14.04,17.75,164.23,95.97,53.85,16.71,82.41,50.69,7.15,95.6,70.21,13.73,39.26,7.86,24.66,22.69,22.99,30.98,126.32,32.1,5.64,117.15,85.25,129.81,91.11,30.01,24.92,105.3,88.1,13.4,58.59,41.63,75.85,97.14,40.44,19.05,6,28.55
2007-10-08,37.83,27.66,14.18,16.55,162.5,95.61,56.25,17.04,79.9,47.7,7.07,93.01,72.2,13.68,37.05,8,25.12,23.48,23.96,31.39,121.38,32.45,5.5,117.61,84.77,132.38,88.85,31.24,25.07,104.41,89.44,13.29,60.09,39.51,72.6,96.13,41.25,21.21,5.86,29.39
2007-10-15,37.73,26.63,13.94,16.3,156.14,96.57,58.76,16.7,75.67,48.41,6.52,88.82,71.09,13.22,36.75,7.86,24.64,22.54,24.15,30.81,115.34,31.59,5.39,114.15,87.07,127.53,90.47,28.5,26.7,100.28,92.49,13.66,56.97,37.95,70.23,89.63,42.65,22.2,5.48,28.14
2007-10-22,37.71,26.75,13.89,16.3,151.16,97.85,56.86,16.24,73.94,48.09,6.51,87.42,73.88,14.28,35.87,8.02,24.44,22.15,25.66,33.44,110.32,30.34,5.34,113.21,87.47,128.39,87.53,27.86,26.28,104.87,95.92,13.83,57.41,37.22,74.15,90.08,43.56,22.49,5.32,29.6
2007-10-29,36.8,25.86,13.86,15.77,150.8,92.89,55.27,16.63,71.52,49.59,6.27,87,71.29,13.9,35.56,8.05,24.03,20.37,25.65,32.4,107.4,29.85,5.3,108.85,85.39,124.96,88.7,28.14,26.46,104.36,93.48,14.25,58.13,36.61,72.41,91.15,43.76,22.81,5.34,28.89
