date,ibmrtn,vwrtn,ewrtn,sprtn
2007-07-31,0.05131,-0.03175,-0.04362,-0.03198
2007-08-31,0.0582,0.01162,-0.01178,0.01286
2007-09-28,0.00951,0.0409,0.0253,0.03579
2007-10-31,-0.01426,0.02584,0.01727,0.01482
2007-11-30,-0.09077,-0.04928,-0.07708,-0.04404
2007-12-31,0.02776,-0.00434,-0.01088,-0.00863
2008-01-31,-0.00916,-0.06231,-0.04459,-0.06116
2008-02-29,0.06675,-0.02204,-0.02188,-0.03476
2008-03-31,0.01124,-0.01047,-0.02597,-0.00596
2008-04-30,0.04829,0.05114,0.03121,0.04755
2008-05-30,0.07647,0.02383,0.03218,0.01067
2008-06-30,-0.08422,-0.07863,-0.08707,-0.08596
2008-07-31,0.07973,-0.01315,-0.00099,-0.00986
2008-08-29,-0.04493,0.01104,0.01407,0.01219
2008-09-30,-0.03919,-0.09806,-0.12089,-0.09079
2008-10-31,-0.20511,-0.18473,-0.206,-0.16943
2008-11-28,-0.11692,-0.08521,-0.1366,-0.07485
2008-12-31,0.03137,0.02148,0.04308,0.00782
